"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"v_38";"v_40";"v_41";"v_42";"v_51";"v_52";"v_53";"v_54";"v_17";"v_18";"v_19";"v_20";"v_21";"v_22";"v_23";"v_1";"v_2";"v_3";"v_4";"v_9";"v_10";"v_11";"v_12";"v_13";"v_15";"v_16";"browser";"referer";"device_type";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts7365785";"rts7365786";"rts7365788";"rts7365789";"rts7365790";"rts7365792";"rts7371199";"rnd_pg_7365787"
"77";"0";"0";"31";"7365780";"-77";"176";"4";"4";"4";"3";"5";"5";"5";"5";"3";"5";"3";"4";"5";"3";"2";"23";"1";"0";"0";"4";"1";"0";"0";"0";"17";"3";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7365790,7365785,7371199,7365786,7365792,7365792,7365792,7365780";"1";"0";"0";"-77";"-77";"0c3fbd9eb51d03cd17f62d6258da26d0";"1";"0";"1750574680";"2025-06-22 06:44:40";"2025-06-22 06:47:36";"0000-00-00 00:00:00";"44";"117";"0";"0";"22";"176";"64";"7365790"
"78";"0";"0";"31";"7365780";"-77";"153";"4";"3";"3";"2";"5";"4";"4";"4";"5";"5";"4";"4";"4";"3";"2";"30";"0";"1";"0";"4";"0";"0";"0";"1";"23";"3";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7365789,7365785,7371199,7365786,7365792,7365780";"1";"0";"0";"-77";"-77";"8889e7ddb349f908f3ded3201c6bbcf0";"1";"0";"1750574882";"2025-06-22 06:48:02";"2025-06-22 06:50:35";"0000-00-00 00:00:00";"50";"116";"0";"26";"0";"153";"73";"7365789"
"79";"0";"0";"31";"7365780";"-77";"131";"3";"4";"3";"2";"5";"4";"5";"5";"4";"4";"5";"3";"4";"2";"2";"30";"0";"1";"0";"4";"1";"0";"0";"0";"6";"4";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7365790,7365785,7371199,7365786,7365792,7365780";"0";"0";"0";"-77";"-77";"08eed11583738168c5584d649cd2bf5e";"1";"0";"1750574895";"2025-06-22 06:48:15";"2025-06-22 06:50:26";"0000-00-00 00:00:00";"47";"109";"0";"0";"21";"131";"68";"7365790"
"80";"0";"0";"31";"7365780";"-77";"381";"3";"4";"4";"2";"4";"3";"4";"3";"4";"5";"3";"3";"4";"4";"2";"66";"0";"1";"0";"4";"1";"0";"0";"0";"3";"3";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7365788,7365785,7371199,7365786,7365792,7365780";"0";"0";"0";"-77";"-77";"882f3648bf11b1d31174dce027820b8b";"1";"0";"1750575336";"2025-06-22 06:55:36";"2025-06-22 07:01:57";"0000-00-00 00:00:00";"123";"316";"21";"0";"0";"381";"195";"7365788"
"81";"0";"0";"31";"7365780";"-77";"218";"3";"2";"4";"3";"5";"5";"5";"5";"5";"5";"5";"4";"3";"3";"4";"25";"0";"1";"0";"3";"1";"0";"0";"0";"20";"3";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7365790,7365785,7371199,7365786,7365792,7365780";"1";"1";"0";"-77";"-77";"9b5e86895f0bec6b974945d22585fdcc";"1";"0";"1750575817";"2025-06-22 07:03:37";"2025-06-22 07:07:15";"0000-00-00 00:00:00";"78";"151";"0";"0";"29";"218";"104";"7365790"
"82";"0";"0";"31";"7365780";"-77";"226";"3";"4";"2";"3";"5";"5";"5";"5";"5";"5";"4";"3";"3";"4";"5";"26";"1";"0";"0";"5";"1";"0";"0";"0";"19";"5";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7365788,7365785,7371199,7365786,7365792,7365792,7365792,7365780";"1";"1";"0";"-77";"-77";"df2afd9802a1b5d23f13e5186e85a867";"1";"0";"1750578369";"2025-06-22 07:46:09";"2025-06-22 07:49:55";"0000-00-00 00:00:00";"66";"155";"25";"0";"0";"226";"96";"7365788"
"83";"0";"0";"31";"7365780";"-77";"176";"5";"5";"5";"3";"5";"5";"5";"5";"5";"5";"5";"5";"5";"4";"4";"25";"1";"0";"0";"4";"1";"0";"0";"0";"5";"5";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.107 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7365788,7365785,7371199,7365786,7365792,7365780";"1";"0";"0";"-77";"-77";"7be231a5bd121af94dddf95e6fd6cba1";"1";"0";"1750579857";"2025-06-22 08:10:57";"2025-06-22 08:13:54";"0000-00-00 00:00:00";"43";"127";"23";"0";"0";"177";"80";"7365788"
"84";"0";"0";"31";"7365780";"-77";"570";"4";"5";"4";"4";"5";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"25";"1";"0";"0";"5";"1";"0";"0";"0";"17";"5";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/605.1.15 (Ecosia ios@11.1.1.2343)";"-99";"0";"0";"-66";"0";"7365788,7365785,7371199,7365786,7365792,7365780";"1";"0";"0";"-77";"-77";"a2176fb0f92f9f76757dd2e2d249fde1";"1";"0";"1750581689";"2025-06-22 08:41:29";"2025-06-22 08:50:59";"0000-00-00 00:00:00";"62";"539";"42";"0";"0";"570";"399";"7365788"
"85";"0";"0";"31";"7365780";"-77";"494";"2";"2";"1";"1";"3";"3";"4";"3";"2";"2";"1";"2";"2";"2";"1";"30";"0";"1";"0";"2";"1";"0";"0";"0";"19";"2";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7365788,7365785,7371199,7365786,7365792,7365780";"0";"1";"0";"-77";"-77";"a1c6c8256aab5eb45bf4de3758ce094d";"1";"0";"1750582354";"2025-06-22 08:52:34";"2025-06-22 09:00:48";"0000-00-00 00:00:00";"89";"264";"29";"0";"0";"494";"130";"7365788"
"86";"0";"0";"31";"7365780";"-77";"111";"2";"4";"5";"1";"4";"4";"4";"5";"5";"5";"5";"4";"5";"5";"3";"20";"1";"0";"0";"5";"1";"0";"0";"0";"12";"3";"Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.7151.90 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7365788,7365785,7371199,7365786,7365792,7365780";"0";"1";"0";"-77";"-77";"998d949abc957a315fdc7f3cce56d0e1";"1";"0";"1750582859";"2025-06-22 09:00:59";"2025-06-22 09:02:50";"0000-00-00 00:00:00";"43";"84";"21";"0";"0";"111";"60";"7365788"
"87";"0";"0";"31";"7365780";"-77";"234";"1";"3";"1";"2";"4";"5";"4";"3";"1";"4";"5";"4";"3";"5";"5";"20";"0";"1";"0";"2";"1";"0";"0";"0";"2";"3";"Mozilla/5.0 (Linux; Android 15; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.7151.89 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7365788,7365785,7371199,7365786,7365792,7365792,7365792,7365780";"1";"0";"0";"-77";"-77";"c6592505d21c26a1001c6ee3a5c46a68";"1";"0";"1750585914";"2025-06-22 09:51:54";"2025-06-22 09:55:48";"0000-00-00 00:00:00";"84";"165";"32";"0";"0";"234";"117";"7365788"
"88";"0";"0";"31";"7365780";"-77";"176";"5";"4";"5";"1";"5";"5";"5";"5";"5";"4";"5";"4";"5";"4";"5";"33";"0";"1";"0";"5";"1";"0";"0";"0";"10";"5";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7365789,7365785,7371199,7365786,7365792,7365780";"0";"0";"0";"-77";"-77";"096faef54ce51cab53f4bef33c0437e8";"1";"0";"1750586430";"2025-06-22 10:00:30";"2025-06-22 10:03:26";"0000-00-00 00:00:00";"74";"140";"0";"22";"0";"176";"93";"7365789"
"89";"0";"0";"31";"7365780";"-77";"306";"5";"3";"4";"1";"5";"5";"5";"5";"5";"5";"5";"4";"3";"3";"2";"33";"1";"0";"0";"4";"1";"0";"0";"0";"22";"4";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7365788,7365785,7371199,7365786,7365792,7365780";"0";"0";"0";"-77";"-77";"f03d4103e861002a4e7ffce8fc5b3595";"1";"0";"1750586782";"2025-06-22 10:06:22";"2025-06-22 10:11:28";"0000-00-00 00:00:00";"64";"160";"21";"0";"0";"306";"86";"7365788"
"91";"0";"0";"31";"7365780";"-77";"277";"4";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"33";"0";"1";"0";"3";"1";"0";"0";"0";"9";"3";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7365790,7365785,7371199,7365786,7365792,7365792,7365792,7365780";"1";"0";"0";"-77";"-77";"0fdb24a50afe1b69403b7943c042e12d";"1";"0";"1750587794";"2025-06-22 10:23:14";"2025-06-22 10:27:51";"0000-00-00 00:00:00";"90";"190";"0";"0";"29";"277";"124";"7365790"
"92";"0";"0";"31";"7365780";"-77";"299";"2";"1";"2";"2";"3";"2";"4";"3";"3";"5";"1";"5";"5";"5";"1";"59";"1";"0";"0";"4";"1";"0";"0";"0";"15";"2";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7365789,7365785,7371199,7365786,7365792,7365780";"0";"0";"0";"-77";"-77";"e8a71f561f998b2d80d45b7a466bf7d9";"1";"0";"1750587953";"2025-06-22 10:25:53";"2025-06-22 10:30:52";"0000-00-00 00:00:00";"89";"220";"0";"23";"0";"299";"135";"7365789"
"93";"0";"0";"31";"7365780";"-77";"153";"4";"3";"3";"3";"3";"4";"4";"4";"2";"4";"4";"4";"4";"3";"4";"22";"1";"0";"0";"4";"1";"0";"0";"0";"5";"3";"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7365790,7365785,7371199,7365786,7365792,7365780";"1";"0";"0";"-77";"-77";"123bfd2227e81b061f48bf035d0aca6c";"1";"0";"1750588250";"2025-06-22 10:30:50";"2025-06-22 10:33:23";"0000-00-00 00:00:00";"45";"111";"0";"0";"22";"153";"76";"7365790"
"94";"0";"0";"31";"7365780";"-77";"171";"3";"2";"2";"3";"3";"3";"3";"3";"2";"4";"2";"4";"5";"4";"1";"24";"1";"0";"0";"3";"1";"0";"0";"0";"15";"2";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/22F76 Safari/604.1";"-99";"0";"0";"-66";"0";"7365790,7365785,7371199,7365786,7365792,7365780";"0";"1";"0";"-77";"-77";"db503c0a0890bb41d75abc90e5b8608e";"1";"0";"1750589248";"2025-06-22 10:47:28";"2025-06-22 10:50:19";"0000-00-00 00:00:00";"53";"121";"0";"0";"22";"171";"75";"7365790"
"95";"0";"0";"31";"7365780";"-77";"110";"5";"2";"3";"4";"1";"4";"5";"2";"2";"3";"3";"1";"5";"1";"4";"22";"0";"1";"0";"4";"0";"0";"1";"0";"2025";"3";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7365789,7365785,7371199,7365786,7365792,7365780";"0";"0";"0";"-77";"-77";"d42fc0c502980e12dde7d1ef2ed1e650";"1";"0";"1750589310";"2025-06-22 10:48:30";"2025-06-22 10:50:20";"0000-00-00 00:00:00";"33";"56";"0";"22";"0";"110";"41";"7365789"
"96";"0";"0";"31";"7365780";"-77";"407";"2";"2";"3";"2";"5";"3";"5";"5";"4";"4";"1";"2";"3";"4";"2";"18";"1";"0";"0";"3";"1";"0";"0";"0";"12";"3";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7365790,7365785,7371199,7365786,7365792,7365780";"1";"1";"0";"-77";"-77";"5bc40a1bf751fdf899be6d908b7087a5";"1";"0";"1750594579";"2025-06-22 12:16:19";"2025-06-22 12:23:06";"0000-00-00 00:00:00";"174";"264";"0";"0";"142";"407";"197";"7365790"
"98";"0";"0";"31";"7365780";"-77";"257";"4";"3";"4";"2";"4";"5";"4";"4";"3";"4";"5";"3";"4";"3";"3";"22";"1";"0";"0";"3";"1";"0";"0";"0";"15";"3";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15";"-99";"0";"0";"-66";"0";"7365790,7365785,7371199,7365786,7365792,7365792,7365792,7365780";"0";"1";"0";"-77";"-77";"2f1166b4e8d96e0ca041bf8ee66211a7";"1";"0";"1750595167";"2025-06-22 12:26:07";"2025-06-22 12:30:24";"0000-00-00 00:00:00";"102";"163";"0";"0";"26";"257";"132";"7365790"
"99";"0";"0";"31";"7365780";"-77";"742";"3";"3";"4";"2";"3";"2";"4";"2";"1";"3";"2";"4";"5";"3";"2";"20";"0";"1";"0";"2";"1";"0";"0";"0";"3";"3";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7365790,7365785,7371199,7365786,7365792,7365792,7365792,7365780";"1";"0";"0";"-77";"-77";"2a1a90c0f0231949c03b34e02952ed11";"1";"0";"1750596334";"2025-06-22 12:45:34";"2025-06-22 12:57:56";"0000-00-00 00:00:00";"80";"324";"0";"0";"43";"742";"157";"7365790"
"100";"0";"0";"31";"7365780";"-77";"257";"5";"4";"4";"3";"4";"5";"5";"5";"4";"4";"4";"4";"3";"4";"3";"54";"0";"1";"0";"4";"0";"0";"1";"0";"17";"4";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7365788,7365785,7371199,7365786,7365792,7365780";"1";"0";"0";"-77";"-77";"cb1bf7114c7831beb42a64359af097a0";"1";"0";"1750597619";"2025-06-22 13:06:59";"2025-06-22 13:11:16";"0000-00-00 00:00:00";"71";"201";"31";"0";"0";"257";"147";"7365788"
"101";"0";"0";"31";"7365780";"-77";"189";"3";"4";"4";"2";"5";"5";"5";"5";"5";"5";"4";"4";"5";"4";"5";"28";"1";"0";"0";"4";"1";"0";"0";"0";"22";"4";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36";"android-app://com.linkedin.android/";"0";"0";"-66";"0";"7365788,7365785,7371199,7365786,7365792,7365780";"1";"1";"0";"-77";"-77";"33d9173043e9cd811b8b64058ae00129";"1";"0";"1750600178";"2025-06-22 13:49:38";"2025-06-22 13:52:47";"0000-00-00 00:00:00";"77";"114";"51";"0";"0";"189";"88";"7365788"
"102";"0";"0";"31";"7365780";"-77";"357";"4";"3";"4";"3";"5";"2";"3";"4";"4";"4";"5";"3";"3";"5";"2";"26";"0";"1";"0";"3";"1";"0";"0";"0";"14";"3";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.107 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7365790,7365785,7371199,7365786,7365792,7365780";"1";"0";"0";"-77";"-77";"a70fcdef3ed3d604e828d3961ae9d11b";"1";"0";"1750604816";"2025-06-22 15:06:56";"2025-06-22 15:12:53";"0000-00-00 00:00:00";"78";"191";"0";"0";"32";"357";"108";"7365790"
"103";"0";"0";"31";"7365780";"-77";"245";"3";"5";"2";"3";"2";"3";"4";"4";"3";"3";"2";"4";"4";"4";"2";"21";"1";"0";"0";"5";"1";"0";"0";"0";"0";"3";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7365788,7365785,7371199,7365786,7365792,7365780";"1";"0";"0";"-77";"-77";"ee1461f81e64d39d68c33388c13ea7c2";"1";"0";"1750614229";"2025-06-22 17:43:49";"2025-06-22 17:47:55";"0000-00-00 00:00:00";"89";"203";"26";"0";"0";"246";"131";"7365788"
"104";"0";"0";"31";"7365780";"-77";"134";"3";"4";"2";"4";"5";"4";"5";"5";"5";"4";"5";"4";"4";"5";"4";"20";"1";"0";"0";"5";"1";"0";"0";"0";"15";"4";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Mobile Safari/537.36 (Ecosia android@129.0.0.0)";"-99";"0";"0";"-66";"0";"7365788,7365785,7371199,7365786,7365792,7365780";"1";"1";"0";"-77";"-77";"08663773bc4fc8b0dab83d6b2e1b60bc";"1";"0";"1750616202";"2025-06-22 18:16:42";"2025-06-22 18:18:56";"0000-00-00 00:00:00";"58";"99";"22";"0";"0";"134";"73";"7365788"
"105";"0";"0";"31";"7365780";"-77";"160";"4";"2";"4";"2";"5";"5";"5";"5";"5";"5";"2";"4";"4";"5";"2";"20";"1";"0";"0";"3";"1";"0";"0";"0";"15";"2";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/28.0 Chrome/130.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7365790,7365785,7365785,7365785,7371199,7365786,7365792,7365780";"0";"0";"0";"-77";"-77";"519cc5e28a7b63a52a91e0ab4e765557";"1";"0";"1750619395";"2025-06-22 19:09:55";"2025-06-22 19:12:35";"0000-00-00 00:00:00";"65";"114";"0";"0";"30";"160";"82";"7365790"
"106";"0";"0";"31";"7365780";"-77";"226";"3";"3";"2";"3";"4";"3";"3";"3";"1";"4";"3";"1";"4";"2";"1";"26";"1";"0";"0";"3";"0";"1";"0";"0";"7";"3";"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/137.0.0.0 Mobile Safari/537.36";"-99";"0";"0";"-66";"0";"7365788,7365785,7371199,7365786,7365792,7365780";"0";"0";"0";"-77";"-77";"dcc8ec7a1fdcba80e76e2f668aa951cc";"1";"0";"1750622085";"2025-06-22 19:54:45";"2025-06-22 19:58:31";"0000-00-00 00:00:00";"43";"101";"24";"0";"0";"226";"62";"7365788"
"108";"0";"0";"31";"7365780";"-77";"178";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"3";"55";"0";"1";"0";"5";"1";"0";"0";"0";"21";"5";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [LinkedInApp]/9.31.2441.3";"https://www.linkedin.com/";"0";"0";"-66";"0";"7365790,7365785,7371199,7365786,7365792,7365780";"1";"0";"0";"-77";"-77";"289b2173586ce20ed62f785e9cce44c0";"1";"0";"1750689891";"2025-06-23 14:44:51";"2025-06-23 14:47:49";"0000-00-00 00:00:00";"62";"124";"0";"0";"34";"178";"82";"7365790"
"110";"0";"0";"31";"7365780";"-77";"707";"3";"3";"4";"2";"4";"4";"3";"4";"3";"4";"5";"4";"5";"5";"3";"47";"1";"0";"0";"3";"0";"0";"1";"0";"20";"4";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/137.0.7151.107 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7365790,7365785,7371199,7365786,7365792,7365780";"0";"0";"0";"-77";"-77";"64339106c164169f9aa387b7870a88c0";"1";"0";"1750708473";"2025-06-23 19:54:33";"2025-06-23 20:06:20";"0000-00-00 00:00:00";"192";"460";"0";"0";"75";"707";"278";"7365790"
"111";"0";"0";"31";"7365780";"-77";"408";"3";"3";"3";"1";"4";"3";"3";"3";"1";"5";"2";"3";"5";"2";"3";"21";"0";"1";"0";"5";"1";"0";"0";"0";"5";"2";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15";"-99";"0";"0";"-66";"0";"7365788,7365785,7371199,7365786,7365792,7365780";"0";"0";"0";"-77";"-77";"d17bab609e320280e93c3986abd130eb";"1";"0";"1750764546";"2025-06-24 11:29:06";"2025-06-24 11:35:54";"0000-00-00 00:00:00";"78";"264";"21";"0";"0";"408";"125";"7365788"
"112";"0";"0";"31";"7365780";"-77";"84";"1";"3";"4";"2";"2";"4";"2";"5";"1";"1";"5";"2";"4";"2";"4";"29";"0";"0";"1";"5";"1";"1";"1";"1";"33";"4";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/22F76 Safari/604.1";"-99";"0";"0";"-66";"0";"7365788,7365785,7371199,7365786,7365792,7365792,7365792,7365780";"0";"1";"0";"-77";"-77";"eafd62b266c08bcd53f7b16bacf9f2eb";"1";"0";"1750766466";"2025-06-24 12:01:06";"2025-06-24 12:02:30";"0000-00-00 00:00:00";"43";"61";"30";"0";"0";"84";"51";"7365788"
"113";"0";"0";"31";"7365780";"-77";"193";"2";"4";"2";"3";"4";"4";"4";"5";"5";"5";"5";"3";"4";"5";"2";"22";"1";"0";"0";"4";"1";"0";"0";"0";"17";"4";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/22F76 Safari/604.1";"-99";"0";"0";"-66";"0";"7365790,7365785,7371199,7365786,7365792,7365780";"1";"0";"0";"-77";"-77";"78e2a92ba54a9ef27477ad3e83d43a7a";"1";"0";"1750769168";"2025-06-24 12:46:08";"2025-06-24 12:49:21";"0000-00-00 00:00:00";"69";"146";"0";"0";"23";"193";"100";"7365790"
"115";"0";"0";"31";"7365780";"-77";"343";"4";"4";"4";"2";"4";"4";"3";"4";"3";"2";"2";"5";"4";"4";"3";"19";"1";"0";"0";"4";"1";"0";"0";"0";"13";"3";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.2.1 Mobile/22C161 Safari/604.1";"-99";"0";"0";"-66";"0";"7365789,7365785,7371199,7365786,7365792,7365780";"1";"0";"0";"-77";"-77";"caf0f7ebe88952f1b6d615a22baa6faa";"1";"0";"1750781689";"2025-06-24 16:14:49";"2025-06-24 16:20:32";"0000-00-00 00:00:00";"132";"244";"0";"105";"0";"342";"167";"7365789"
"116";"0";"0";"31";"7365780";"-77";"301";"3";"2";"4";"5";"4";"4";"5";"4";"4";"4";"5";"4";"4";"2";"3";"21";"1";"0";"0";"4";"1";"0";"0";"0";"12";"3";"Mozilla/5.0 (iPhone; CPU iPhone OS 17_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7365788,7365785,7371199,7365785,7365785,7371199,7365786,7365792,7365780";"1";"0";"0";"-77";"-77";"00f3398bf613e3f8e5745ccace12125e";"1";"0";"1750787218";"2025-06-24 17:46:58";"2025-06-24 17:51:59";"0000-00-00 00:00:00";"119";"240";"28";"0";"0";"301";"148";"7365788"
"117";"0";"0";"31";"7365780";"-77";"118";"5";"5";"5";"1";"5";"3";"5";"5";"3";"1";"5";"5";"5";"2";"5";"23";"1";"0";"0";"5";"1";"0";"0";"0";"16";"5";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.51(0x1800332e) NetType/WIFI Language/zh_CN";"-99";"0";"0";"-66";"0";"7365790,7365785,7371199,7365786,7365792,7365780";"1";"0";"0";"-77";"-77";"3584d2602f0165d5710ec50a1fe894e8";"1";"0";"1751211092";"2025-06-29 15:31:32";"2025-06-29 15:33:30";"0000-00-00 00:00:00";"52";"87";"0";"0";"27";"118";"65";"7365790"
"119";"0";"0";"31";"7365780";"-77";"108";"3";"3";"2";"1";"2";"3";"2";"3";"2";"2";"2";"3";"3";"2";"2";"21";"1";"0";"0";"3";"1";"0";"0";"0";"3";"3";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.60(0x18003c30) NetType/WIFI Language/zh_CN";"-99";"0";"0";"-66";"0";"7365790,7365785,7371199,7365786,7365792,7365780";"0";"0";"0";"-77";"-77";"10a225719672c87b5639812bd706607e";"1";"0";"1751211651";"2025-06-29 15:40:51";"2025-06-29 15:42:39";"0000-00-00 00:00:00";"48";"89";"0";"0";"22";"108";"65";"7365790"
"120";"0";"0";"31";"7365780";"-77";"247";"2";"1";"2";"3";"5";"5";"5";"5";"1";"1";"1";"1";"5";"1";"1";"27";"1";"0";"0";"2";"1";"0";"0";"0";"5";"2";"Mozilla/5.0 (iPhone; CPU iPhone OS 18_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Mobile/15E148 Safari/604.1";"-99";"0";"0";"-66";"0";"7365789,7365785,7365785,7365785,7371199,7365786,7365792,7365780";"1";"1";"0";"-77";"-77";"033580ea269f98fdda668b9b758d7877";"1";"0";"1751276514";"2025-06-30 09:41:54";"2025-06-30 09:46:01";"0000-00-00 00:00:00";"121";"194";"0";"21";"0";"247";"149";"7365789"
